"002f928c-d7f0-4571-857b-4bf7b24f6e98";"Subway";"5535 N Keystone Ave";;;"Indianapolis";"IN";"US";"46220";"(317) 251-7859";;"Food & Beverage > Restaurants > Fast Food";"http://www.subway.com";;"39.853456";"-86.122003";"Sandwiches, Fast Food, American, Salad";"1.0";;"no";"no";;;"1999";"casual";;;;;;;;;;;;"yes";;;;;;;;;;;;;;;;;;;;;;;"1"
"0065db9a-b821-4bc0-8bec-76a35f137882";"McAlister's Deli";"9450 N Meridian St";;;"Indianapolis";"IN";"US";"46260";"(317) 569-8900";;"Food & Beverage > Restaurants > Delis";"http://www.mcalistersdeli.com";;"39.925442";"-86.158556";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
"006bea23-b6d3-45f6-a00d-b2a4f3fe7362";"Dominos Pizza";"907 N Pennsylvania St";;;"Indianapolis";"IN";"US";"46204";"(317) 635-3030";;"Food & Beverage > Restaurants > Pizza";;;"39.779314";"-86.155796";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
"00fb9c60-a4fd-4480-96fb-c9494593ccb3";"TCBY";"4930 N Pennsylvania St";;;"Indianapolis";"IN";"US";"46205";"(317) 253-1745";;"Food & Beverage > Ice Cream Parlors";"http://www.tcby.com/";;"39.843559";"-86.15514";"American, Ice Cream, Juices, Smoothies";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
"01081da4-5fe6-41bd-90b3-1ba1c5035df6";"El Pastorcito";"7876 Michigan Rd";;;"Indianapolis";"IN";"US";"46268";"(317) 872-5676";;"Food & Beverage > Restaurants";;;"39.896328";"-86.2168192863464";"Mexican, American, South American";"2.0";"4.0";"no";"no";;;"2001";"casual";;;"yes";;;;"yes";;;;;"yes";;"yes";;;;;;;"yes";;"yes";;;;;;;;;;;;"1"
"01371fff-2350-4c9c-b56d-6f425e605819";"Taco Bell";"49 W Maryland St";"Ste 210";;"Indianapolis";"IN";"US";"46204";"(317) 687-0327";;"Food & Beverage > Restaurants > Fast Food";"http://www.tacobell.com";;"39.766609771347";"-86.1595755815506";;;;"no";;;;"1962";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
"0142b0b6-319f-405f-b7f3-7ff9ed3a8202";"Pizza King";"8028 S Emerson Ave";;;"Indianapolis";"IN";"US";"46237";"(317) 882-5464";"(317) 261-2518";"Food & Beverage > Restaurants > Pizza";"http://www.pizzakingindiana.com/";;"39.650955";"-86.082727";"Pizza, Sandwiches, Subs";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
"015a9417-b169-4adb-a600-c3bb97678818";"Mbp Cafe";"500 E 96th St";"Ste 140";;"Indianapolis";"IN";"US";"46240";"(317) 705-0577";;"Food & Beverage > Restaurants";;;"39.927149";"-86.147522";;;;;;;;;;;;;;;;;;;;;;;;;"yes";;;;;;;;;;;;;;;;;;;"1"
"015bdfe6-5755-48a1-9883-ab53867a518e";"Pizza Hut";"7410 E Washington St";;;"Indianapolis";"IN";"US";"46219";"(317) 353-9389";;"Food & Beverage > Restaurants > Pizza";"http://www.pizzahut.com";;"39.772587";"-86.03697";"Pizza, American, Italian";"1.0";"5.0";"no";"yes";"{\"1\":[[\"10:00\",\"23:00\"]],\"2\":[[\"10:00\",\"23:00\"]],\"3\":[[\"10:00\",\"23:00\"]],\"4\":[[\"10:00\",\"23:00\"]],\"5\":[[\"10:00\",\"23:00\"]],\"6\":[[\"10:00\",\"23:00\"]],\"7\":[[\"10:00\",\"23:00\"]]}";"no";;"streetwear";;;"no";;"no";;"no";;;"no";;"yes";;"yes";;"yes";;;;;;;;;;;;;;;;;;;"1"
"015fcab4-3c2b-4f7c-9263-d591322eaa26";"White Castle";"5501 W 38th St";;;"Indianapolis";"IN";"US";"46254";"(317) 298-8821";;"Food & Beverage > Restaurants";;;"39.823359";"-86.256633";"American, Burgers, Fast Food";"2.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
"01638556-7900-4a2c-bcf3-6554ae2108bf";"Blu Martini";"4705 E 96th St";"Ste 47";;"Indianapolis";"IN";"US";"46240";"(317) 569-9349";;"Arts, Entertainment & Nightlife > Bars";"http://blumartiniindy.com/";;"39.9269";"-86.08865";"Sushi";"3.0";"3.5";"no";;"{\"1\":[[\"16:30\",\"1:00\"]],\"2\":[[\"16:30\",\"1:00\"]],\"3\":[[\"16:30\",\"1:00\"]],\"4\":[[\"16:30\",\"1:00\"]],\"5\":[[\"16:30\",\"3:00\"]],\"6\":[[\"17:00\",\"3:00\"]]}";"no";;;;;"yes";;;;"yes";;;;;;;;;;"yes";"yes";;;"no";;"yes";"yes";"yes";;;;;;;;;;"1"
"0167fb64-3ed1-4656-a85f-3ea5cd31f8bc";"Ebony Sports Bar";"6221 E 52nd Pl";;;"Indianapolis";"IN";"US";"46226";"(317) 545-1567";;"Arts, Entertainment & Nightlife > Bars";;;"39.848094";"-86.059556";;;;;;;;;;;;;;;;;;;;;;;;;;"yes";"yes";;;;;;;;;;;;;;;;;"1"
"016ce9c0-cbfb-4a11-9ed3-5264d3d204f5";"Champion's Sports Bar";"350 W Maryland St";;;"Indianapolis";"IN";"US";"46225";"(317) 405-6111";;"Arts, Entertainment & Nightlife > Bars > Sports Bars";"http://www.indymarriott.com/restaurants";;"39.7658964204188";"-86.1646127700806";"American, Pub Food, Burgers, Grill, Sandwiches";"1.0";"4.0";"no";"yes";"{\"1\":[[\"16:00\",\"24:00\",\"Dinner\"]],\"2\":[[\"16:00\",\"24:00\",\"Dinner\"]],\"3\":[[\"16:00\",\"24:00\",\"Dinner\"]],\"4\":[[\"16:00\",\"24:00\",\"Dinner\"]],\"5\":[[\"16:00\",\"1:00\"]],\"6\":[[\"16:00\",\"1:00\"]],\"7\":[[\"16:00\",\"24:00\",\"Dinner\"]]}";"no";;"casual";;;"yes";"yes";"yes";;;;;"no";;"yes";"yes";;"yes";"yes";"yes";"yes";;;;;"yes";"yes";"yes";;"Bruce White";"yes";;;;;;;"1"
"019274bb-e664-462d-b9c1-49dfddb4a30f";"McDonald's";"10955 Pendleton Pike";;;"Indianapolis";"IN";"US";"46236";"(317) 826-9226";;"Food & Beverage > Restaurants";"http://mcdonalds.com/";;"39.86211";"-85.97348";"American, Burgers, Fast Food";"1.0";"1.5";;"no";;;"1955";"casual";;;;;;;;;;;"yes";"yes";;;;;;;;;"yes";;;;;"yes";;;;;;;;;"1"
"01b76a73-e074-41fe-aa64-560069457c09";"Huddle House";"5015 E Stop 11 Rd";;;"Indianapolis";"IN";"US";"46237";"(317) 881-9190";;"Food & Beverage > Restaurants";;;"39.651127";"-86.084247";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1"
